ID,Fault_Type,Phase,RMS_Voltage,Peak_Voltage,THD,Duration_ms,DWT_Energy_Level1,DWT_Energy_Level2,DWT_Entropy,Signal_Noise_Ratio_dB,Label
1578,Swell,A,261.67,370.06,3.59,159.0,66.88,30.06,1.53,25.75,2.0
1579,Sag,A,147.58,208.71,2.19,229.0,41.03,26.73,1.74,29.84,1.0
1580,Sag,C,163.3,230.94,2.11,244.0,68.97,20.31,2.29,28.49,1.0
1581,Sag,B,138.9,196.44,1.32,241.0,99.48,12.57,1.58,30.07,1.0
1582,Normal,C,232.39,328.66,1.99,277.0,43.44,13.78,1.46,34.81,0.0
1583,Harmonics,A,231.82,,13.05,31.0,,35.18,1.2,30.88,4.0
1584,Transient,A,232.63,352.23,3.75,233.0,11.22,23.54,1.29,28.1,3.0
1585,,A,226.54,320.38,8.3,49.0,26.82,21.0,1.94,24.89,4.0
1586,,B,273.11,386.24,2.73,167.0,67.46,38.82,4.01,26.61,2.0
1587,Harmonics,A,237.6,336.02,10.1,254.0,52.16,,2.45,38.65,4.0
1588,Swell,B,263.58,372.76,4.4,50.0,15.66,22.03,4.44,24.42,2.0
1589,Swell,A,265.33,375.23,4.1,159.0,75.47,18.91,2.5,29.38,2.0
1590,Harmonics,A,229.81,325.0,6.69,101.0,84.37,25.35,3.09,39.65,4.0
1591,Normal,A,221.61,313.4,2.57,86.0,68.06,20.07,4.68,33.07,0.0
1592,Sag,B,167.82,237.33,3.37,79.0,25.65,30.43,4.65,39.37,1.0
1593,Normal,B,219.14,309.91,1.77,53.0,54.87,29.0,3.64,20.83,0.0
1594,Harmonics,B,233.27,329.9,11.34,231.0,26.83,20.65,3.72,25.26,4.0
1595,Normal,A,233.02,329.54,1.38,248.0,40.79,20.09,4.94,30.44,0.0
1596,Harmonics,B,228.25,,9.41,148.0,67.62,49.57,4.52,20.91,4.0
1597,Sag,B,147.75,,3.3,101.0,70.93,34.6,,22.34,1.0
1598,Normal,A,235.54,333.11,1.76,68.0,48.16,27.98,1.73,,0.0
1599,Sag,A,143.36,202.74,3.47,149.0,16.0,45.42,2.25,31.75,1.0
1600,Harmonics,A,234.55,331.7,12.53,267.0,56.45,19.97,2.11,33.12,4.0
1601,Normal,C,228.58,323.26,1.51,224.0,61.71,19.19,3.05,24.92,0.0
1602,Sag,A,144.07,203.74,1.9,289.0,11.58,17.06,2.5,37.64,1.0
1603,Harmonics,B,226.0,319.61,10.83,168.0,36.89,47.78,1.46,26.93,4.0
1604,Transient,C,234.57,425.06,4.86,24.0,98.58,42.88,4.16,26.6,3.0
1605,Harmonics,C,217.21,307.18,9.2,,87.25,13.96,4.5,24.18,
1606,Harmonics,A,227.32,321.48,11.42,184.0,78.85,23.23,4.49,30.49,4.0
1607,Sag,B,138.46,195.81,4.1,151.0,93.95,18.76,1.19,33.51,1.0
1608,Sag,C,160.91,227.56,2.66,142.0,,,2.53,24.07,1.0
1609,Sag,A,168.54,238.35,4.6,111.0,41.73,35.09,2.55,25.1,1.0
1610,Swell,C,264.1,373.49,3.38,211.0,58.02,11.04,4.73,,2.0
1611,Sag,A,,205.73,4.31,57.0,41.1,21.75,3.44,25.49,1.0
1612,Transient,C,233.32,452.05,5.72,144.0,11.66,7.79,4.55,37.38,3.0
1613,Sag,A,140.83,199.16,3.22,147.0,48.47,10.1,2.73,29.15,1.0
1614,Swell,,279.08,394.68,2.76,241.0,58.35,24.79,4.09,30.33,2.0
1615,Sag,B,143.73,203.26,3.98,228.0,46.47,46.68,2.41,29.17,1.0
1616,Harmonics,A,230.9,326.54,5.38,151.0,94.98,23.45,3.72,39.56,4.0
1617,Normal,B,229.57,324.66,2.57,174.0,89.16,31.1,2.78,35.5,0.0
1618,Harmonics,A,,324.81,7.41,68.0,50.91,37.15,2.61,23.76,4.0
1619,Transient,C,230.4,415.68,4.69,130.0,27.03,32.76,4.12,31.34,3.0
1620,Harmonics,A,230.54,326.03,8.74,95.0,97.37,16.47,2.94,30.02,4.0
1621,Sag,B,147.22,208.21,3.55,165.0,54.85,42.11,4.27,35.89,1.0
1622,Normal,B,225.05,318.26,1.86,159.0,66.72,41.17,2.81,30.38,
1623,Transient,C,227.14,435.25,7.23,12.0,,21.16,1.92,31.59,3.0
1624,Sag,A,145.31,205.5,3.69,204.0,63.45,22.97,4.34,34.6,1.0
1625,Sag,C,153.23,216.69,3.79,191.0,68.12,14.43,2.67,37.25,1.0
1626,Normal,A,228.54,323.2,2.29,19.0,75.88,6.93,3.7,28.29,0.0
1627,Swell,C,253.29,358.2,1.85,220.0,84.02,23.6,1.06,34.65,2.0
1628,Normal,A,230.88,326.51,1.75,152.0,47.79,45.04,2.75,21.51,0.0
1629,Swell,B,275.32,389.36,2.84,22.0,16.67,26.68,4.58,23.76,2.0
1630,Transient,A,225.56,375.49,5.2,289.0,48.08,11.17,1.64,21.54,3.0
1631,Swell,B,268.02,379.03,3.56,185.0,59.07,17.48,3.2,22.29,2.0
1632,Sag,A,166.68,,3.31,152.0,32.16,35.14,2.29,30.18,1.0
1633,Transient,B,232.07,404.85,5.1,286.0,11.65,16.28,1.92,25.0,3.0
1634,Swell,B,,393.41,3.51,87.0,40.4,8.22,4.77,35.47,2.0
1635,Harmonics,C,224.59,317.61,6.84,280.0,,48.14,3.9,37.68,4.0
1636,Normal,,236.87,334.98,1.96,176.0,37.06,30.71,1.6,35.68,0.0
1637,Harmonics,C,226.94,320.94,8.89,92.0,83.04,35.33,1.97,30.73,4.0
1638,Swell,A,278.21,393.45,3.26,271.0,48.85,,2.65,32.06,2.0
1639,Normal,B,225.79,319.32,2.15,227.0,89.89,33.71,4.41,27.22,0.0
1640,Normal,A,232.25,328.46,1.56,191.0,99.14,21.84,,29.05,0.0
1641,Swell,A,278.76,394.22,4.21,140.0,62.2,15.69,2.59,35.17,2.0
1642,Swell,B,281.45,398.04,2.93,63.0,45.68,11.92,4.45,23.96,2.0
1643,Transient,C,230.41,385.71,3.76,223.0,55.36,14.14,1.27,23.43,3.0
1644,Swell,A,268.55,379.78,3.42,33.0,56.04,36.8,1.77,33.77,2.0
1645,Harmonics,A,230.51,325.99,7.16,248.0,34.43,34.06,1.92,38.33,4.0
1646,Harmonics,C,230.96,326.62,12.21,111.0,44.55,26.23,4.48,28.3,4.0
1647,Sag,B,160.77,227.37,1.9,95.0,72.03,7.96,,,1.0
1648,Swell,C,280.96,397.33,3.49,261.0,17.56,45.06,2.89,34.88,
1649,Swell,B,280.93,397.3,3.35,266.0,11.16,9.95,2.45,31.6,2.0
1650,Transient,A,231.5,387.53,5.13,205.0,55.28,8.48,3.73,27.03,3.0
1651,Sag,B,146.67,207.42,2.4,25.0,25.21,44.73,3.29,37.35,1.0
1652,Transient,B,230.15,393.44,4.27,185.0,21.33,25.12,3.28,32.11,3.0
1653,Swell,A,,384.96,2.9,70.0,22.32,47.11,4.82,37.13,2.0
1654,Swell,B,273.96,387.44,3.07,294.0,16.29,23.86,3.33,22.94,2.0
1655,Sag,B,120.58,170.52,1.57,95.0,92.94,23.8,4.46,22.19,
1656,Normal,B,236.95,335.1,2.98,212.0,56.22,32.43,,25.47,0.0
1657,Sag,A,160.0,226.27,3.87,145.0,90.79,48.49,2.45,33.02,1.0
1658,Harmonics,B,221.69,313.52,7.38,267.0,73.96,49.17,3.85,28.37,4.0
1659,Swell,B,259.46,366.93,4.23,155.0,43.62,8.49,3.39,32.95,2.0
1660,Harmonics,C,230.1,325.41,5.56,,32.27,32.02,2.03,26.67,4.0
1661,Harmonics,C,225.97,319.57,8.9,214.0,43.99,44.11,2.55,27.0,
1662,Transient,A,237.0,398.39,,248.0,60.63,30.18,1.66,25.62,3.0
1663,Transient,C,227.98,382.25,3.98,264.0,55.98,14.64,3.21,39.58,3.0
1664,Transient,B,225.17,383.76,4.0,225.0,92.16,14.1,3.17,32.74,3.0
1665,Transient,A,223.12,399.03,4.62,173.0,46.11,40.8,4.05,22.68,3.0
1666,Normal,B,233.35,330.01,1.82,62.0,82.54,14.42,2.17,23.85,0.0
1667,Sag,B,160.27,226.65,2.74,210.0,99.35,48.16,1.02,20.95,1.0
1668,Harmonics,C,218.69,309.27,14.0,62.0,45.01,49.92,4.91,39.23,4.0
1669,Harmonics,A,222.11,314.11,15.99,,99.46,29.46,2.89,39.09,4.0
1670,Harmonics,A,226.94,320.95,12.36,116.0,34.44,6.49,3.07,23.93,4.0
1671,Normal,B,231.98,328.07,,228.0,,47.11,3.26,22.57,0.0
1672,Harmonics,B,231.35,327.17,13.63,72.0,38.57,12.0,1.3,34.77,4.0
1673,Swell,B,252.89,357.64,2.01,88.0,92.5,15.5,4.12,32.45,2.0
1674,,B,137.07,193.85,4.35,158.0,94.25,43.16,4.68,28.98,1.0
1675,Sag,A,,215.21,2.62,96.0,97.69,20.5,3.59,,1.0
1676,Normal,A,224.54,317.54,2.6,189.0,29.67,33.15,2.57,39.79,0.0
1677,Transient,A,227.11,373.46,4.09,249.0,93.81,43.27,1.27,39.87,3.0
1678,Swell,C,272.19,384.94,3.85,98.0,,39.08,3.34,35.65,2.0
1679,Transient,C,228.31,375.25,4.16,27.0,98.29,5.9,,26.83,3.0
1680,Sag,A,143.01,202.25,2.98,42.0,92.16,25.98,2.3,35.31,1.0
1681,Normal,C,220.34,311.61,1.55,177.0,40.34,6.41,1.61,22.84,0.0
1682,Harmonics,B,228.21,322.73,13.42,156.0,66.0,5.55,2.95,32.88,4.0
1683,Transient,C,222.61,,5.36,261.0,53.03,35.32,3.29,39.74,3.0
1684,Swell,A,293.36,414.87,3.39,113.0,26.81,33.1,3.72,29.75,2.0
1685,Normal,,229.94,325.19,1.3,173.0,28.05,45.0,2.29,20.27,0.0
1686,Normal,C,220.65,312.04,2.08,159.0,51.99,45.4,1.6,36.52,0.0
1687,Harmonics,A,232.41,328.68,10.51,83.0,82.2,28.83,3.74,32.46,4.0
1688,Normal,C,224.32,317.24,2.73,256.0,30.89,24.65,4.42,23.55,0.0
1689,Swell,B,269.95,381.77,2.63,30.0,60.03,5.93,1.41,26.95,2.0
1690,Transient,B,228.33,380.04,4.6,239.0,71.78,14.71,3.84,,3.0
1691,Sag,B,156.44,221.23,3.26,90.0,13.69,44.61,,37.35,1.0
1692,Normal,C,233.41,330.09,0.93,89.0,12.06,43.8,1.63,30.29,0.0
1693,Transient,A,231.24,398.12,9.14,271.0,90.49,15.41,1.76,24.56,3.0
1694,Harmonics,A,228.64,323.35,6.23,113.0,43.2,18.22,4.31,32.77,4.0
1695,Sag,A,151.83,214.71,3.78,189.0,60.7,8.43,3.61,30.53,1.0
1696,Normal,C,231.06,326.76,2.1,22.0,26.48,32.27,1.85,32.28,0.0
1697,Normal,B,228.22,322.76,1.73,81.0,71.84,27.44,1.76,31.05,0.0
1698,Transient,C,224.96,385.18,8.33,264.0,65.89,24.17,4.56,24.7,3.0
1699,Swell,A,279.4,,3.72,102.0,68.29,15.41,,35.74,2.0
1700,Normal,C,236.67,334.7,1.31,122.0,17.79,7.56,2.5,29.28,0.0
1701,Sag,B,146.9,,3.15,154.0,21.74,40.89,3.84,30.55,1.0
1702,Transient,A,228.9,429.0,4.09,73.0,92.8,49.63,2.15,33.95,3.0
1703,Transient,A,226.93,417.17,6.28,274.0,67.93,15.97,1.09,36.17,3.0
1704,Harmonics,C,237.28,335.56,8.84,230.0,36.57,38.27,4.19,24.06,4.0
1705,Transient,B,233.26,387.74,3.96,269.0,26.56,47.95,3.95,34.69,3.0
1706,Harmonics,A,225.72,319.22,15.89,273.0,53.4,7.23,3.0,25.05,4.0
1707,Normal,A,226.54,320.38,,224.0,36.0,14.35,2.59,22.22,0.0
1708,Transient,A,227.74,,7.4,178.0,20.29,18.1,1.52,36.86,3.0
1709,Swell,B,264.13,373.53,2.4,284.0,63.47,41.05,2.06,24.2,2.0
1710,Sag,C,161.3,228.11,4.16,66.0,34.3,20.87,4.49,26.18,1.0
1711,Swell,B,251.1,355.11,1.26,188.0,57.83,17.31,,29.8,2.0
1712,Swell,C,250.2,353.84,3.09,65.0,43.04,44.67,1.45,29.74,2.0
1713,Harmonics,B,228.17,322.68,9.79,220.0,85.1,38.86,2.84,28.58,4.0
1714,Normal,A,228.09,322.56,,56.0,61.96,32.11,3.56,25.44,0.0
1715,Normal,B,226.36,320.12,2.38,247.0,32.67,22.79,4.93,24.9,0.0
1716,Harmonics,B,233.74,330.55,5.21,185.0,88.62,28.27,1.58,32.45,4.0
1717,Swell,A,268.42,379.6,4.14,63.0,68.57,28.71,2.5,39.8,2.0
1718,Normal,C,233.39,330.07,1.79,143.0,98.72,25.89,3.39,23.21,0.0
1719,Normal,A,234.67,331.88,3.08,299.0,57.74,8.74,2.14,30.41,0.0
1720,Sag,A,158.66,224.38,4.47,286.0,36.88,10.37,2.64,20.57,1.0
1721,Sag,C,130.81,185.0,1.41,180.0,59.47,8.51,4.77,21.99,1.0
1722,Transient,A,236.68,384.49,3.96,116.0,14.59,26.57,,27.86,3.0
1723,Transient,C,229.2,415.14,,194.0,,30.69,1.16,,3.0
1724,Sag,B,130.86,185.06,1.57,231.0,92.6,35.0,2.89,35.58,1.0
1725,Harmonics,C,228.69,323.41,13.57,225.0,17.76,23.75,3.47,33.31,4.0
1726,Swell,C,257.79,364.57,4.36,135.0,11.45,9.82,2.17,31.04,2.0
1727,Transient,A,228.8,394.54,7.02,137.0,32.55,21.7,1.39,24.53,3.0
1728,Normal,C,237.69,336.14,,159.0,94.84,28.05,1.45,32.56,0.0
1729,Normal,A,228.29,322.85,2.76,,33.05,44.56,3.19,25.7,0.0
1730,Sag,C,142.69,201.79,2.59,11.0,89.23,10.93,1.49,29.88,1.0
1731,Sag,C,153.73,217.41,,235.0,12.46,36.33,4.84,23.49,1.0
1732,Swell,A,274.36,,5.08,120.0,,45.47,3.91,34.22,2.0
1733,Normal,A,232.82,329.26,2.18,245.0,34.6,18.4,3.24,25.16,0.0
1734,Harmonics,A,236.88,335.0,10.61,177.0,71.99,45.13,3.53,26.95,4.0
1735,Harmonics,A,229.08,323.97,9.41,242.0,,37.49,4.09,23.0,4.0
1736,Sag,B,135.15,191.13,2.69,112.0,32.71,23.03,1.56,22.31,1.0
1737,Normal,C,244.67,346.02,1.79,188.0,98.68,31.47,2.03,31.27,0.0
1738,Transient,B,229.81,392.92,6.26,207.0,13.16,34.31,3.14,29.19,3.0
1739,Sag,A,150.03,212.18,2.48,132.0,35.7,20.69,,28.33,1.0
1740,Normal,A,235.87,333.57,2.0,142.0,34.92,22.9,3.72,37.82,0.0
1741,Normal,B,237.0,335.17,1.28,262.0,,47.03,1.58,24.09,0.0
1742,Normal,A,229.75,324.92,2.29,173.0,19.43,42.63,2.63,25.26,0.0
1743,Harmonics,A,237.38,335.71,14.41,54.0,36.16,23.62,3.2,25.92,4.0
1744,Harmonics,C,230.04,325.33,9.98,162.0,43.13,6.76,2.31,37.77,4.0
1745,Swell,B,266.0,376.17,2.9,114.0,44.21,30.47,3.82,34.84,2.0
1746,Swell,B,276.24,390.66,1.92,63.0,33.35,29.58,1.95,,2.0
1747,Transient,C,228.78,395.58,3.66,,17.58,,1.32,39.61,3.0
1748,Normal,B,226.71,320.61,2.71,103.0,29.93,24.94,4.07,25.29,0.0
1749,Sag,B,152.71,215.96,4.47,25.0,10.47,47.01,3.05,34.01,
1750,Harmonics,B,,319.64,6.96,15.0,65.35,43.22,2.41,24.8,4.0
1751,Harmonics,C,224.08,316.9,11.16,95.0,98.2,19.39,3.98,,4.0
1752,Swell,B,291.85,412.74,3.52,233.0,,30.58,4.56,35.02,2.0
1753,Transient,C,226.01,390.33,4.96,200.0,52.54,7.75,3.09,27.6,3.0
1754,Normal,C,238.02,336.61,2.5,198.0,51.16,23.55,1.94,36.65,0.0
1755,Harmonics,B,228.91,323.73,7.33,226.0,68.76,34.69,3.61,23.27,4.0
1756,Harmonics,A,,324.43,7.85,299.0,44.37,41.44,3.34,27.81,4.0
1757,Sag,B,152.04,215.01,1.85,78.0,42.4,33.77,4.69,23.03,1.0
1758,Transient,A,227.04,422.21,6.65,209.0,20.93,17.67,1.21,33.77,3.0
1759,Swell,B,265.23,375.1,3.44,216.0,61.47,48.41,4.5,37.52,2.0
1760,Swell,A,271.03,383.3,5.55,30.0,16.28,30.05,1.99,24.87,2.0
1761,Normal,B,233.8,330.64,1.97,62.0,65.12,47.8,4.27,,0.0
1762,Swell,A,258.4,365.43,4.71,292.0,45.16,26.24,4.41,32.91,2.0
1763,Normal,B,224.83,317.95,2.24,297.0,80.04,37.6,3.8,,0.0
1764,Swell,C,260.15,367.91,3.32,249.0,96.67,41.46,1.06,38.12,2.0
1765,Transient,A,232.53,465.68,6.17,63.0,74.61,14.32,1.64,33.04,3.0
1766,Normal,B,229.43,324.47,1.28,168.0,67.68,47.51,1.45,29.04,0.0
1767,Normal,C,226.38,320.15,1.0,163.0,80.68,36.37,2.42,37.75,0.0
1768,Normal,A,228.19,,1.8,91.0,73.51,11.84,2.57,21.13,0.0
1769,,B,226.15,319.83,8.11,77.0,64.15,32.39,,28.42,4.0
1770,Normal,B,223.69,316.34,2.32,227.0,68.46,7.27,3.61,37.03,0.0
1771,Sag,C,153.12,216.54,4.23,121.0,50.56,30.37,1.63,37.12,1.0
1772,Transient,B,231.74,414.35,4.11,73.0,41.3,6.54,,39.8,3.0
1773,Transient,A,228.17,403.81,5.42,74.0,41.38,31.27,4.48,25.37,3.0
1774,Transient,A,229.23,,3.37,133.0,19.14,27.4,2.71,26.52,3.0
1775,Transient,A,236.34,400.28,3.4,14.0,87.4,21.18,2.3,30.34,3.0
1776,Harmonics,C,228.32,322.9,10.93,13.0,74.75,17.61,3.86,31.1,4.0
1777,Sag,,158.69,224.42,3.32,83.0,87.15,7.7,3.66,35.69,1.0
1778,Transient,C,231.35,394.96,6.33,223.0,46.21,37.96,2.45,33.86,3.0
1779,Normal,A,221.74,313.58,1.41,220.0,38.31,33.5,3.75,33.17,0.0
1780,Sag,B,138.48,195.84,4.76,131.0,44.34,38.06,4.71,32.58,1.0
1781,Sag,C,157.75,223.09,3.05,231.0,36.25,40.62,4.23,29.28,1.0
1782,Sag,B,141.54,200.17,4.17,84.0,,19.42,1.78,36.26,1.0
1783,Transient,B,232.57,405.84,4.71,42.0,91.75,27.62,3.62,28.31,3.0
1784,Sag,C,146.41,207.05,2.74,224.0,49.66,40.85,4.45,36.92,1.0
1785,Swell,A,262.73,371.56,2.89,35.0,75.61,15.91,,37.68,2.0
1786,Normal,B,226.94,320.95,1.56,230.0,31.11,13.89,1.03,34.14,0.0
1787,Normal,A,,328.77,1.43,117.0,19.18,32.05,2.21,37.79,0.0
1788,Harmonics,C,224.61,317.64,8.73,216.0,77.65,38.61,2.38,30.45,4.0
1789,Sag,B,142.87,202.05,3.55,74.0,,39.0,1.04,39.18,1.0
1790,Transient,B,229.13,415.58,4.28,122.0,13.0,21.14,4.0,38.93,3.0
1791,Harmonics,B,228.63,323.34,6.25,44.0,15.1,31.46,4.03,28.27,4.0
1792,Harmonics,A,233.93,330.82,9.81,75.0,95.4,8.3,3.4,30.53,4.0
1793,Swell,C,257.87,364.69,5.23,77.0,41.84,33.74,3.36,22.74,2.0
1794,Harmonics,B,230.86,326.48,6.26,193.0,51.33,48.83,1.18,39.02,4.0
1795,Transient,C,229.54,414.95,4.4,241.0,42.81,16.97,3.36,23.03,3.0
1796,Harmonics,A,234.05,331.0,5.35,106.0,55.52,34.27,4.83,35.3,4.0
1797,Normal,B,216.88,306.72,1.99,40.0,90.31,16.09,1.26,,
1798,Normal,C,222.02,313.98,2.37,123.0,82.53,16.7,2.2,33.22,0.0
1799,Sag,C,153.44,216.99,3.18,174.0,45.54,16.47,1.63,33.85,1.0
1800,Transient,C,235.58,394.12,3.78,60.0,13.89,42.7,1.68,33.95,3.0
1801,Swell,C,278.13,393.33,3.72,55.0,40.82,30.53,2.14,27.56,2.0
1802,Sag,,160.07,226.37,3.93,227.0,41.86,37.6,2.2,20.02,1.0
1803,Sag,C,151.86,214.76,3.28,21.0,29.11,8.36,3.47,39.04,1.0
1804,Normal,C,230.45,,1.93,81.0,36.65,44.89,2.21,34.28,0.0
1805,Transient,C,225.57,385.62,4.9,157.0,93.2,30.76,1.28,31.06,3.0
1806,Transient,C,229.1,446.88,5.2,207.0,93.21,37.39,1.45,23.55,3.0
1807,Harmonics,C,235.31,332.78,6.51,53.0,59.79,47.37,4.68,37.68,4.0
1808,Transient,B,,370.97,6.55,275.0,,34.77,3.53,27.65,3.0
1809,Swell,A,254.56,360.0,1.94,176.0,31.8,19.73,4.94,27.36,2.0
1810,Harmonics,B,230.47,,13.58,249.0,20.27,10.85,3.78,38.35,4.0
1811,Swell,C,268.36,379.51,,263.0,56.01,13.69,4.47,22.09,2.0
1812,Sag,B,159.28,225.26,3.02,,57.15,32.36,4.99,25.98,1.0
1813,Normal,C,231.41,327.26,2.23,235.0,37.21,37.6,1.66,30.48,0.0
1814,Sag,B,155.14,219.4,1.65,215.0,24.66,17.19,1.17,27.29,1.0
1815,Swell,C,273.07,386.18,5.64,193.0,26.22,33.21,,35.48,2.0
1816,Swell,A,256.19,362.31,3.09,26.0,29.01,13.45,2.88,37.77,2.0
1817,Normal,C,238.11,336.74,1.11,79.0,41.81,14.62,3.29,33.95,0.0
1818,Swell,A,271.05,383.33,4.09,252.0,53.5,30.83,2.97,34.67,2.0
1819,Transient,B,227.84,364.05,4.04,236.0,95.84,23.72,4.16,22.85,3.0
1820,Transient,A,223.74,421.06,4.26,101.0,86.08,27.2,2.99,39.53,3.0
1821,Transient,A,227.11,389.87,5.71,86.0,55.12,32.24,3.47,23.41,3.0
1822,Normal,B,228.52,323.17,1.38,139.0,91.08,37.33,2.39,31.75,0.0
1823,Normal,C,,329.9,2.49,281.0,,32.82,2.37,20.58,0.0
1824,Normal,C,233.46,330.16,2.16,283.0,17.6,,3.07,36.78,0.0
1825,Swell,B,270.34,382.32,2.92,251.0,38.49,40.19,1.7,35.65,2.0
1826,Normal,A,245.2,346.77,1.49,109.0,23.39,30.96,3.96,21.53,0.0
1827,Transient,B,224.89,401.43,8.99,24.0,39.55,27.2,4.66,39.11,3.0
1828,Sag,C,133.09,188.22,2.68,84.0,38.28,21.84,3.48,35.25,1.0
1829,Harmonics,A,242.26,342.61,13.12,181.0,32.98,33.73,4.44,38.34,4.0
1830,Harmonics,C,226.7,320.61,11.84,27.0,48.63,49.78,1.79,21.86,4.0
1831,Normal,A,236.12,333.92,2.04,146.0,88.92,41.29,1.99,27.46,0.0
1832,Swell,C,289.79,409.83,,241.0,48.45,45.47,,30.12,2.0
1833,Harmonics,B,237.0,335.17,10.39,86.0,31.66,39.19,3.26,37.12,4.0
1834,,A,227.42,405.31,5.71,116.0,42.74,36.66,1.71,27.27,3.0
1835,Harmonics,C,229.55,324.64,12.79,,13.83,48.62,3.82,26.72,4.0
1836,Harmonics,C,231.39,327.24,7.06,37.0,37.92,27.8,,21.33,4.0
1837,Transient,A,224.96,,5.36,,40.8,12.83,3.21,38.9,3.0
1838,Transient,A,233.05,405.61,6.81,26.0,57.76,27.83,3.84,,3.0
1839,Harmonics,B,220.95,312.47,11.99,37.0,12.82,9.8,3.2,31.83,4.0
1840,Transient,B,235.17,404.13,5.45,141.0,29.26,31.81,,,3.0
1841,Normal,C,231.45,327.32,2.16,23.0,17.3,39.6,1.57,37.7,0.0
1842,Normal,A,234.09,331.06,1.87,67.0,72.89,47.96,3.82,39.88,0.0
1843,Normal,C,231.78,327.79,1.67,112.0,44.8,44.61,4.92,27.86,0.0
1844,Normal,C,239.12,338.17,2.04,28.0,16.31,17.09,3.27,36.14,0.0
1845,Sag,A,173.33,245.13,3.4,67.0,45.01,35.08,4.75,39.75,1.0
1846,Swell,C,275.65,389.83,5.01,121.0,48.46,48.77,3.24,25.08,2.0
1847,Transient,A,235.55,388.12,5.54,221.0,65.72,31.3,3.43,32.39,3.0
1848,Harmonics,C,235.12,332.51,8.74,182.0,42.02,35.7,4.87,27.26,4.0
1849,Harmonics,C,233.56,330.31,10.4,105.0,13.66,26.97,2.8,26.63,4.0
1850,Swell,B,273.62,386.96,4.01,96.0,76.09,37.72,,38.5,2.0
1851,Swell,C,280.21,396.28,3.02,210.0,24.74,6.81,1.67,29.07,2.0
1852,Sag,C,139.97,197.95,3.57,174.0,75.63,6.61,2.46,29.58,
1853,Normal,C,228.18,,2.3,242.0,96.66,33.21,4.14,37.55,0.0
1854,Sag,C,163.43,231.12,1.76,215.0,17.13,27.38,3.79,31.68,1.0
1855,Swell,B,268.94,380.34,4.51,41.0,63.08,48.67,1.24,22.16,2.0
1856,Sag,C,154.97,219.16,1.75,279.0,18.95,34.53,4.16,27.1,1.0
1857,Sag,A,157.29,222.45,3.55,165.0,39.79,12.81,1.84,32.38,1.0
1858,Harmonics,B,223.72,316.39,9.85,286.0,17.95,43.05,3.6,39.15,4.0
1859,Transient,C,226.14,406.15,2.86,59.0,63.19,20.64,1.02,20.7,3.0
1860,Transient,A,219.81,378.87,5.25,12.0,18.7,49.01,3.05,32.59,3.0
1861,Transient,C,231.65,411.31,5.57,282.0,78.14,13.56,2.33,22.18,3.0
1862,Sag,A,153.47,217.04,3.41,56.0,39.24,28.23,2.78,26.78,1.0
1863,Swell,B,272.6,385.51,1.92,230.0,62.9,27.94,3.09,24.31,2.0
1864,Harmonics,A,233.28,329.91,7.05,10.0,92.28,28.68,1.55,31.46,4.0
1865,Transient,A,230.07,389.9,4.91,243.0,74.78,8.48,1.9,33.47,3.0
1866,Normal,A,225.74,319.24,2.01,198.0,31.38,16.44,1.0,21.33,0.0
1867,Normal,A,,323.95,2.19,125.0,41.75,41.96,3.16,26.09,0.0
1868,Normal,A,231.83,327.85,3.06,37.0,83.95,7.0,4.82,28.48,0.0
1869,Swell,C,,373.0,4.27,49.0,77.24,15.41,2.34,20.72,2.0
1870,Normal,C,227.89,322.28,1.51,69.0,51.03,6.75,1.14,,0.0
1871,,C,141.44,200.03,3.72,219.0,,34.29,,21.67,1.0
1872,Sag,A,163.51,231.24,1.26,166.0,25.28,41.02,2.94,31.48,1.0
1873,,C,231.69,376.75,3.17,89.0,79.31,15.03,3.46,24.87,3.0
1874,Harmonics,A,230.42,325.86,11.79,198.0,14.52,42.35,4.63,22.25,4.0
1875,Transient,A,235.0,407.8,6.8,222.0,43.41,11.63,3.02,29.11,3.0
1876,Swell,A,278.74,394.2,4.8,292.0,65.36,36.36,2.18,30.97,2.0
1877,Transient,,232.53,379.38,5.57,172.0,84.92,17.19,2.71,24.77,3.0
1878,Harmonics,C,235.24,332.68,11.68,156.0,78.55,42.46,4.9,32.84,4.0
1879,Transient,C,,408.24,4.05,158.0,14.74,18.18,2.18,22.35,3.0
1880,Sag,B,141.75,200.46,2.78,246.0,44.33,9.42,3.1,30.29,1.0
1881,Harmonics,A,231.47,327.35,9.59,150.0,43.97,11.15,1.07,35.03,4.0
1882,Swell,C,280.31,396.42,1.95,165.0,31.65,13.76,4.36,23.41,2.0
1883,Harmonics,C,228.33,322.91,10.61,88.0,91.28,,4.24,37.07,4.0
1884,Normal,C,224.6,317.64,2.38,22.0,29.42,23.19,4.1,39.07,0.0
1885,Normal,B,233.7,,1.67,39.0,46.02,38.31,2.02,33.97,0.0
1886,Transient,B,227.65,407.24,3.17,201.0,40.13,30.45,4.13,20.46,3.0
1887,Sag,A,155.99,220.6,3.74,77.0,77.65,22.4,,23.54,1.0
1888,Normal,,231.86,327.9,1.35,139.0,32.3,23.39,3.06,34.92,0.0
1889,Harmonics,B,234.89,332.19,12.53,85.0,34.0,16.69,2.95,29.22,4.0
1890,Transient,B,233.84,381.18,1.86,155.0,51.99,14.0,3.23,25.3,3.0
1891,Sag,B,168.52,238.32,4.44,218.0,48.92,37.65,3.39,25.91,1.0
